file,model,agent_type,reassurance_type,sequence,turn_index,confidence,accuracy,toc_turn,condition
2026-04-17T22-22-36__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_1__rep2.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_1,3,50.0,1.0,6,jtc / miscalibrated
2026-04-17T22-22-36__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_1__rep2.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_1,4,58.0,1.0,6,jtc / miscalibrated
2026-04-17T22-22-36__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_1__rep2.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_1,5,68.0,1.0,6,jtc / miscalibrated
2026-04-17T22-22-36__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_1__rep2.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_1,6,78.0,1.0,6,jtc / miscalibrated
2026-04-17T23-20-05__openai_gpt_5_4__jtc__miscalibrated__sequence_1__rep3.json,openai/gpt-5.4,jtc,miscalibrated,sequence_1,1,22.0,1.0,2,jtc / miscalibrated
2026-04-17T23-20-05__openai_gpt_5_4__jtc__miscalibrated__sequence_1__rep3.json,openai/gpt-5.4,jtc,miscalibrated,sequence_1,2,68.0,1.0,2,jtc / miscalibrated
2026-04-17T22-46-28__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_2__rep10.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_2,1,15.0,1.0,6,nonjtc / miscalibrated
2026-04-17T22-46-28__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_2__rep10.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_2,2,25.0,1.0,6,nonjtc / miscalibrated
2026-04-17T22-46-28__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_2__rep10.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_2,3,40.0,1.0,6,nonjtc / miscalibrated
2026-04-17T22-46-28__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_2__rep10.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_2,4,50.0,1.0,6,nonjtc / miscalibrated
2026-04-17T22-46-28__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_2__rep10.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_2,5,62.0,1.0,6,nonjtc / miscalibrated
2026-04-17T22-46-28__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_2__rep10.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_2,6,68.0,1.0,6,nonjtc / miscalibrated
2026-04-17T23-06-03__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep7.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,1,20.0,1.0,6,nonjtc / calibrated
2026-04-17T23-06-03__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep7.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,2,35.0,1.0,6,nonjtc / calibrated
2026-04-17T23-06-03__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep7.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,3,45.0,1.0,6,nonjtc / calibrated
2026-04-17T23-06-03__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep7.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,4,60.0,1.0,6,nonjtc / calibrated
2026-04-17T23-06-03__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep7.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,5,75.0,1.0,6,nonjtc / calibrated
2026-04-17T23-06-03__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep7.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,6,85.0,1.0,6,nonjtc / calibrated
2026-04-17T23-19-29__openai_gpt_5_4__jtc__calibrated__sequence_2__rep7.json,openai/gpt-5.4,jtc,calibrated,sequence_2,1,60.0,1.0,3,jtc / calibrated
2026-04-17T23-19-29__openai_gpt_5_4__jtc__calibrated__sequence_2__rep7.json,openai/gpt-5.4,jtc,calibrated,sequence_2,2,68.0,1.0,3,jtc / calibrated
2026-04-17T23-19-29__openai_gpt_5_4__jtc__calibrated__sequence_2__rep7.json,openai/gpt-5.4,jtc,calibrated,sequence_2,3,83.0,1.0,3,jtc / calibrated
2026-04-17T23-19-38__openai_gpt_5_4__jtc__calibrated__sequence_2__rep8.json,openai/gpt-5.4,jtc,calibrated,sequence_2,1,58.0,1.0,3,jtc / calibrated
2026-04-17T23-19-38__openai_gpt_5_4__jtc__calibrated__sequence_2__rep8.json,openai/gpt-5.4,jtc,calibrated,sequence_2,2,68.0,1.0,3,jtc / calibrated
2026-04-17T23-19-38__openai_gpt_5_4__jtc__calibrated__sequence_2__rep8.json,openai/gpt-5.4,jtc,calibrated,sequence_2,3,84.0,1.0,3,jtc / calibrated
2026-04-17T23-00-29__x_ai_grok_4_fast__jtc__miscalibrated__sequence_2__rep2.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_2,1,0.0,1.0,5,jtc / miscalibrated
2026-04-17T23-00-29__x_ai_grok_4_fast__jtc__miscalibrated__sequence_2__rep2.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_2,2,30.0,1.0,5,jtc / miscalibrated
2026-04-17T23-00-29__x_ai_grok_4_fast__jtc__miscalibrated__sequence_2__rep2.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_2,3,45.0,1.0,5,jtc / miscalibrated
2026-04-17T23-00-29__x_ai_grok_4_fast__jtc__miscalibrated__sequence_2__rep2.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_2,4,65.0,1.0,5,jtc / miscalibrated
2026-04-17T23-00-29__x_ai_grok_4_fast__jtc__miscalibrated__sequence_2__rep2.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_2,5,80.0,1.0,5,jtc / miscalibrated
2026-04-17T22-23-24__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_1__rep4.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_1,1,45.0,1.0,6,jtc / miscalibrated
2026-04-17T22-23-24__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_1__rep4.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_1,2,55.0,1.0,6,jtc / miscalibrated
2026-04-17T22-23-24__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_1__rep4.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_1,3,50.0,1.0,6,jtc / miscalibrated
2026-04-17T22-23-24__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_1__rep4.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_1,4,60.0,1.0,6,jtc / miscalibrated
2026-04-17T22-23-24__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_1__rep4.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_1,5,70.0,1.0,6,jtc / miscalibrated
2026-04-17T22-23-24__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_1__rep4.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_1,6,78.0,1.0,6,jtc / miscalibrated
2026-04-17T23-26-09__openai_gpt_5_4__nonjtc__miscalibrated__sequence_1__rep2.json,openai/gpt-5.4,nonjtc,miscalibrated,sequence_1,1,18.0,1.0,4,nonjtc / miscalibrated
2026-04-17T23-26-09__openai_gpt_5_4__nonjtc__miscalibrated__sequence_1__rep2.json,openai/gpt-5.4,nonjtc,miscalibrated,sequence_1,2,32.0,1.0,4,nonjtc / miscalibrated
2026-04-17T23-26-09__openai_gpt_5_4__nonjtc__miscalibrated__sequence_1__rep2.json,openai/gpt-5.4,nonjtc,miscalibrated,sequence_1,3,58.0,1.0,4,nonjtc / miscalibrated
2026-04-17T23-26-09__openai_gpt_5_4__nonjtc__miscalibrated__sequence_1__rep2.json,openai/gpt-5.4,nonjtc,miscalibrated,sequence_1,4,84.0,1.0,4,nonjtc / miscalibrated
2026-04-17T23-18-35__openai_gpt_5_4__jtc__calibrated__sequence_1__rep10.json,openai/gpt-5.4,jtc,calibrated,sequence_1,1,55.0,1.0,3,jtc / calibrated
2026-04-17T23-18-35__openai_gpt_5_4__jtc__calibrated__sequence_1__rep10.json,openai/gpt-5.4,jtc,calibrated,sequence_1,2,72.0,1.0,3,jtc / calibrated
2026-04-17T23-18-35__openai_gpt_5_4__jtc__calibrated__sequence_1__rep10.json,openai/gpt-5.4,jtc,calibrated,sequence_1,3,88.0,1.0,3,jtc / calibrated
2026-04-17T22-39-54__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_1__rep4.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_1,1,15.0,1.0,6,nonjtc / miscalibrated
2026-04-17T22-39-54__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_1__rep4.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_1,2,25.0,1.0,6,nonjtc / miscalibrated
2026-04-17T22-39-54__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_1__rep4.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_1,3,35.0,1.0,6,nonjtc / miscalibrated
2026-04-17T22-39-54__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_1__rep4.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_1,4,42.0,1.0,6,nonjtc / miscalibrated
2026-04-17T22-39-54__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_1__rep4.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_1,5,52.0,1.0,6,nonjtc / miscalibrated
2026-04-17T22-39-54__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_1__rep4.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_1,6,60.0,1.0,6,nonjtc / miscalibrated
2026-04-17T22-16-40__anthropic_claude_opus_4_6__jtc__calibrated__sequence_1__rep8.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_1,1,45.0,1.0,5,jtc / calibrated
2026-04-17T22-16-40__anthropic_claude_opus_4_6__jtc__calibrated__sequence_1__rep8.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_1,2,55.0,1.0,5,jtc / calibrated
2026-04-17T22-16-40__anthropic_claude_opus_4_6__jtc__calibrated__sequence_1__rep8.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_1,3,65.0,1.0,5,jtc / calibrated
2026-04-17T22-16-40__anthropic_claude_opus_4_6__jtc__calibrated__sequence_1__rep8.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_1,4,75.0,1.0,5,jtc / calibrated
2026-04-17T22-16-40__anthropic_claude_opus_4_6__jtc__calibrated__sequence_1__rep8.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_1,5,85.0,1.0,5,jtc / calibrated
2026-04-17T23-23-33__openai_gpt_5_4__nonjtc__calibrated__sequence_1__rep9.json,openai/gpt-5.4,nonjtc,calibrated,sequence_1,1,18.0,1.0,5,nonjtc / calibrated
2026-04-17T23-23-33__openai_gpt_5_4__nonjtc__calibrated__sequence_1__rep9.json,openai/gpt-5.4,nonjtc,calibrated,sequence_1,2,38.0,1.0,5,nonjtc / calibrated
2026-04-17T23-23-33__openai_gpt_5_4__nonjtc__calibrated__sequence_1__rep9.json,openai/gpt-5.4,nonjtc,calibrated,sequence_1,3,42.0,1.0,5,nonjtc / calibrated
2026-04-17T23-23-33__openai_gpt_5_4__nonjtc__calibrated__sequence_1__rep9.json,openai/gpt-5.4,nonjtc,calibrated,sequence_1,4,72.0,1.0,5,nonjtc / calibrated
2026-04-17T23-23-33__openai_gpt_5_4__nonjtc__calibrated__sequence_1__rep9.json,openai/gpt-5.4,nonjtc,calibrated,sequence_1,5,88.0,1.0,5,nonjtc / calibrated
2026-04-17T23-20-59__openai_gpt_5_4__jtc__miscalibrated__sequence_2__rep3.json,openai/gpt-5.4,jtc,miscalibrated,sequence_2,1,58.0,0.0,2,jtc / miscalibrated
2026-04-17T23-20-59__openai_gpt_5_4__jtc__miscalibrated__sequence_2__rep3.json,openai/gpt-5.4,jtc,miscalibrated,sequence_2,2,84.0,0.0,2,jtc / miscalibrated
2026-04-17T23-17-28__openai_gpt_5_4__jtc__calibrated__sequence_1__rep1.json,openai/gpt-5.4,jtc,calibrated,sequence_1,1,58.0,1.0,3,jtc / calibrated
2026-04-17T23-17-28__openai_gpt_5_4__jtc__calibrated__sequence_1__rep1.json,openai/gpt-5.4,jtc,calibrated,sequence_1,2,67.0,1.0,3,jtc / calibrated
2026-04-17T23-17-28__openai_gpt_5_4__jtc__calibrated__sequence_1__rep1.json,openai/gpt-5.4,jtc,calibrated,sequence_1,3,86.0,1.0,3,jtc / calibrated
2026-04-17T22-24-11__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_1__rep6.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_1,1,45.0,1.0,6,jtc / miscalibrated
2026-04-17T22-24-11__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_1__rep6.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_1,2,55.0,1.0,6,jtc / miscalibrated
2026-04-17T22-24-11__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_1__rep6.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_1,3,50.0,1.0,6,jtc / miscalibrated
2026-04-17T22-24-11__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_1__rep6.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_1,4,60.0,1.0,6,jtc / miscalibrated
2026-04-17T22-24-11__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_1__rep6.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_1,5,72.0,1.0,6,jtc / miscalibrated
2026-04-17T22-24-11__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_1__rep6.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_1,6,80.0,1.0,6,jtc / miscalibrated
2026-04-17T23-19-51__openai_gpt_5_4__jtc__calibrated__sequence_2__rep10.json,openai/gpt-5.4,jtc,calibrated,sequence_2,1,58.0,0.0,3,jtc / calibrated
2026-04-17T23-19-51__openai_gpt_5_4__jtc__calibrated__sequence_2__rep10.json,openai/gpt-5.4,jtc,calibrated,sequence_2,2,64.0,0.0,3,jtc / calibrated
2026-04-17T23-19-51__openai_gpt_5_4__jtc__calibrated__sequence_2__rep10.json,openai/gpt-5.4,jtc,calibrated,sequence_2,3,84.0,0.0,3,jtc / calibrated
2026-04-17T23-16-16__x_ai_grok_4_fast__nonjtc__miscalibrated__sequence_2__rep7.json,x-ai/grok-4-fast,nonjtc,miscalibrated,sequence_2,1,40.0,1.0,6,nonjtc / miscalibrated
2026-04-17T23-16-16__x_ai_grok_4_fast__nonjtc__miscalibrated__sequence_2__rep7.json,x-ai/grok-4-fast,nonjtc,miscalibrated,sequence_2,2,50.0,1.0,6,nonjtc / miscalibrated
2026-04-17T23-16-16__x_ai_grok_4_fast__nonjtc__miscalibrated__sequence_2__rep7.json,x-ai/grok-4-fast,nonjtc,miscalibrated,sequence_2,3,55.0,1.0,6,nonjtc / miscalibrated
2026-04-17T23-16-16__x_ai_grok_4_fast__nonjtc__miscalibrated__sequence_2__rep7.json,x-ai/grok-4-fast,nonjtc,miscalibrated,sequence_2,4,65.0,1.0,6,nonjtc / miscalibrated
2026-04-17T23-16-16__x_ai_grok_4_fast__nonjtc__miscalibrated__sequence_2__rep7.json,x-ai/grok-4-fast,nonjtc,miscalibrated,sequence_2,5,70.0,1.0,6,nonjtc / miscalibrated
2026-04-17T23-16-16__x_ai_grok_4_fast__nonjtc__miscalibrated__sequence_2__rep7.json,x-ai/grok-4-fast,nonjtc,miscalibrated,sequence_2,6,75.0,1.0,6,nonjtc / miscalibrated
2026-04-17T23-25-45__openai_gpt_5_4__nonjtc__calibrated__sequence_2__rep10.json,openai/gpt-5.4,nonjtc,calibrated,sequence_2,1,18.0,1.0,4,nonjtc / calibrated
2026-04-17T23-25-45__openai_gpt_5_4__nonjtc__calibrated__sequence_2__rep10.json,openai/gpt-5.4,nonjtc,calibrated,sequence_2,2,42.0,1.0,4,nonjtc / calibrated
2026-04-17T23-25-45__openai_gpt_5_4__nonjtc__calibrated__sequence_2__rep10.json,openai/gpt-5.4,nonjtc,calibrated,sequence_2,3,64.0,1.0,4,nonjtc / calibrated
2026-04-17T23-25-45__openai_gpt_5_4__nonjtc__calibrated__sequence_2__rep10.json,openai/gpt-5.4,nonjtc,calibrated,sequence_2,4,86.0,1.0,4,nonjtc / calibrated
2026-04-17T22-28-36__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_2__rep7.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_2,1,45.0,1.0,6,jtc / miscalibrated
2026-04-17T22-28-36__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_2__rep7.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_2,2,60.0,1.0,6,jtc / miscalibrated
2026-04-17T22-28-36__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_2__rep7.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_2,3,55.0,1.0,6,jtc / miscalibrated
2026-04-17T22-28-36__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_2__rep7.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_2,4,62.0,1.0,6,jtc / miscalibrated
2026-04-17T22-28-36__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_2__rep7.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_2,5,72.0,1.0,6,jtc / miscalibrated
2026-04-17T22-28-36__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_2__rep7.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_2,6,78.0,1.0,6,jtc / miscalibrated
2026-04-17T22-31-52__anthropic_claude_opus_4_6__nonjtc__calibrated__sequence_1__rep5.json,anthropic/claude-opus-4.6,nonjtc,calibrated,sequence_1,1,15.0,1.0,6,nonjtc / calibrated
2026-04-17T22-31-52__anthropic_claude_opus_4_6__nonjtc__calibrated__sequence_1__rep5.json,anthropic/claude-opus-4.6,nonjtc,calibrated,sequence_1,2,25.0,1.0,6,nonjtc / calibrated
2026-04-17T22-31-52__anthropic_claude_opus_4_6__nonjtc__calibrated__sequence_1__rep5.json,anthropic/claude-opus-4.6,nonjtc,calibrated,sequence_1,3,35.0,1.0,6,nonjtc / calibrated
2026-04-17T22-31-52__anthropic_claude_opus_4_6__nonjtc__calibrated__sequence_1__rep5.json,anthropic/claude-opus-4.6,nonjtc,calibrated,sequence_1,4,45.0,1.0,6,nonjtc / calibrated
2026-04-17T22-31-52__anthropic_claude_opus_4_6__nonjtc__calibrated__sequence_1__rep5.json,anthropic/claude-opus-4.6,nonjtc,calibrated,sequence_1,5,58.0,1.0,6,nonjtc / calibrated
2026-04-17T22-31-52__anthropic_claude_opus_4_6__nonjtc__calibrated__sequence_1__rep5.json,anthropic/claude-opus-4.6,nonjtc,calibrated,sequence_1,6,65.0,1.0,6,nonjtc / calibrated
2026-04-17T22-15-37__anthropic_claude_opus_4_6__jtc__calibrated__sequence_1__rep5.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_1,1,45.0,1.0,5,jtc / calibrated
2026-04-17T22-15-37__anthropic_claude_opus_4_6__jtc__calibrated__sequence_1__rep5.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_1,2,55.0,1.0,5,jtc / calibrated
2026-04-17T22-15-37__anthropic_claude_opus_4_6__jtc__calibrated__sequence_1__rep5.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_1,3,65.0,1.0,5,jtc / calibrated
2026-04-17T22-15-37__anthropic_claude_opus_4_6__jtc__calibrated__sequence_1__rep5.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_1,4,75.0,1.0,5,jtc / calibrated
2026-04-17T22-15-37__anthropic_claude_opus_4_6__jtc__calibrated__sequence_1__rep5.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_1,5,85.0,1.0,5,jtc / calibrated
2026-04-17T23-20-10__openai_gpt_5_4__jtc__miscalibrated__sequence_1__rep4.json,openai/gpt-5.4,jtc,miscalibrated,sequence_1,1,58.0,1.0,2,jtc / miscalibrated
2026-04-17T23-20-10__openai_gpt_5_4__jtc__miscalibrated__sequence_1__rep4.json,openai/gpt-5.4,jtc,miscalibrated,sequence_1,2,82.0,1.0,2,jtc / miscalibrated
2026-04-17T23-22-40__openai_gpt_5_4__nonjtc__calibrated__sequence_1__rep5.json,openai/gpt-5.4,nonjtc,calibrated,sequence_1,1,18.0,1.0,5,nonjtc / calibrated
2026-04-17T23-22-40__openai_gpt_5_4__nonjtc__calibrated__sequence_1__rep5.json,openai/gpt-5.4,nonjtc,calibrated,sequence_1,2,34.0,1.0,5,nonjtc / calibrated
2026-04-17T23-22-40__openai_gpt_5_4__nonjtc__calibrated__sequence_1__rep5.json,openai/gpt-5.4,nonjtc,calibrated,sequence_1,3,41.0,1.0,5,nonjtc / calibrated
2026-04-17T23-22-40__openai_gpt_5_4__nonjtc__calibrated__sequence_1__rep5.json,openai/gpt-5.4,nonjtc,calibrated,sequence_1,4,68.0,1.0,5,nonjtc / calibrated
2026-04-17T23-22-40__openai_gpt_5_4__nonjtc__calibrated__sequence_1__rep5.json,openai/gpt-5.4,nonjtc,calibrated,sequence_1,5,84.0,1.0,5,nonjtc / calibrated
2026-04-17T22-59-08__x_ai_grok_4_fast__jtc__miscalibrated__sequence_1__rep9.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_1,1,20.0,1.0,6,jtc / miscalibrated
2026-04-17T22-59-08__x_ai_grok_4_fast__jtc__miscalibrated__sequence_1__rep9.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_1,2,35.0,1.0,6,jtc / miscalibrated
2026-04-17T22-59-08__x_ai_grok_4_fast__jtc__miscalibrated__sequence_1__rep9.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_1,3,45.0,1.0,6,jtc / miscalibrated
2026-04-17T22-59-08__x_ai_grok_4_fast__jtc__miscalibrated__sequence_1__rep9.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_1,4,55.0,1.0,6,jtc / miscalibrated
2026-04-17T22-59-08__x_ai_grok_4_fast__jtc__miscalibrated__sequence_1__rep9.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_1,5,65.0,1.0,6,jtc / miscalibrated
2026-04-17T22-59-08__x_ai_grok_4_fast__jtc__miscalibrated__sequence_1__rep9.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_1,6,75.0,1.0,6,jtc / miscalibrated
2026-04-17T23-21-05__openai_gpt_5_4__jtc__miscalibrated__sequence_2__rep4.json,openai/gpt-5.4,jtc,miscalibrated,sequence_2,1,61.0,0.0,2,jtc / miscalibrated
2026-04-17T23-21-05__openai_gpt_5_4__jtc__miscalibrated__sequence_2__rep4.json,openai/gpt-5.4,jtc,miscalibrated,sequence_2,2,83.0,0.0,2,jtc / miscalibrated
2026-04-17T23-11-06__x_ai_grok_4_fast__nonjtc__miscalibrated__sequence_1__rep3.json,x-ai/grok-4-fast,nonjtc,miscalibrated,sequence_1,1,40.0,1.0,5,nonjtc / miscalibrated
2026-04-17T23-11-06__x_ai_grok_4_fast__nonjtc__miscalibrated__sequence_1__rep3.json,x-ai/grok-4-fast,nonjtc,miscalibrated,sequence_1,2,55.0,1.0,5,nonjtc / miscalibrated
2026-04-17T23-11-06__x_ai_grok_4_fast__nonjtc__miscalibrated__sequence_1__rep3.json,x-ai/grok-4-fast,nonjtc,miscalibrated,sequence_1,3,60.0,1.0,5,nonjtc / miscalibrated
2026-04-17T23-11-06__x_ai_grok_4_fast__nonjtc__miscalibrated__sequence_1__rep3.json,x-ai/grok-4-fast,nonjtc,miscalibrated,sequence_1,4,70.0,1.0,5,nonjtc / miscalibrated
2026-04-17T23-11-06__x_ai_grok_4_fast__nonjtc__miscalibrated__sequence_1__rep3.json,x-ai/grok-4-fast,nonjtc,miscalibrated,sequence_1,5,80.0,1.0,5,nonjtc / miscalibrated
2026-04-17T23-27-42__openai_gpt_5_4__nonjtc__miscalibrated__sequence_1__rep10.json,openai/gpt-5.4,nonjtc,miscalibrated,sequence_1,1,18.0,1.0,4,nonjtc / miscalibrated
2026-04-17T23-27-42__openai_gpt_5_4__nonjtc__miscalibrated__sequence_1__rep10.json,openai/gpt-5.4,nonjtc,miscalibrated,sequence_1,2,32.0,1.0,4,nonjtc / miscalibrated
2026-04-17T23-27-42__openai_gpt_5_4__nonjtc__miscalibrated__sequence_1__rep10.json,openai/gpt-5.4,nonjtc,miscalibrated,sequence_1,3,58.0,1.0,4,nonjtc / miscalibrated
2026-04-17T23-27-42__openai_gpt_5_4__nonjtc__miscalibrated__sequence_1__rep10.json,openai/gpt-5.4,nonjtc,miscalibrated,sequence_1,4,84.0,1.0,4,nonjtc / miscalibrated
2026-04-17T23-20-15__openai_gpt_5_4__jtc__miscalibrated__sequence_1__rep5.json,openai/gpt-5.4,jtc,miscalibrated,sequence_1,1,58.0,1.0,2,jtc / miscalibrated
2026-04-17T23-20-15__openai_gpt_5_4__jtc__miscalibrated__sequence_1__rep5.json,openai/gpt-5.4,jtc,miscalibrated,sequence_1,2,84.0,1.0,2,jtc / miscalibrated
2026-04-17T22-21-20__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep9.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,1,35.0,1.0,6,jtc / calibrated
2026-04-17T22-21-20__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep9.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,2,52.0,1.0,6,jtc / calibrated
2026-04-17T22-21-20__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep9.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,3,45.0,1.0,6,jtc / calibrated
2026-04-17T22-21-20__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep9.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,4,55.0,1.0,6,jtc / calibrated
2026-04-17T22-21-20__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep9.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,5,65.0,1.0,6,jtc / calibrated
2026-04-17T22-21-20__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep9.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,6,72.0,1.0,6,jtc / calibrated
2026-04-17T22-17-56__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep1.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,1,45.0,1.0,6,jtc / calibrated
2026-04-17T22-17-56__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep1.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,2,55.0,1.0,6,jtc / calibrated
2026-04-17T22-17-56__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep1.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,3,45.0,1.0,6,jtc / calibrated
2026-04-17T22-17-56__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep1.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,4,55.0,1.0,6,jtc / calibrated
2026-04-17T22-17-56__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep1.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,5,65.0,1.0,6,jtc / calibrated
